CompanyName,CompanyNumber,incorporation_date,CompanyStatus,SICCode_SicText_1,SICCode_SicText_2,SICCode_SicText_3,SICCode_SicText_4,Company_URL_official_company_website,Game_what_they_say_they_do_description_taken_from_their_website,Number_of_employees_2024,Number_of_employees_2023,Number_of_employees_2022,Location_of_main_manufacturing_site_ideally_google_maps_location
AERONAUTICAL & GENERAL INSTRUMENTS LIMITED,00138853,1915-01-01,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26701 - Manufacture of optical precision instruments,30990 - Manufacture of other transport equipment n.e.c.,33130 - Repair of electronic and optical equipment,,,,,,
AERONICS LTD,SC811379,2024-05-22,Active,26200 - Manufacture of computers and peripheral equipment,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",62012 - Business and domestic software development,,,,,,,
AEROSEALS LIMITED,04352287,2002-01-14,Active,22190 - Manufacture of other rubber products,,,,,,,,,
AEROSEALS MARINE LIMITED,07900866,2012-01-06,Active,22190 - Manufacture of other rubber products,,,,,,,,,
AEROSPACE ENGINEERING SYSTEMS LTD,11052367,2017-11-07,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
AEROSPACE METROLOGY & ELECTROMECHANICAL CALIBRATION LIMITED,05109687,2004-04-22,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
"AEROTECH, LIMITED",01548414,1981-03-03,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
AEROTHERM LIMITED,15298412,2023-11-21,Active,26512 - Manufacture of electronic industrial process control equipment,,,,,,,,,
AEROTYNE INTERNATIONAL LIMITED,15897945,2024-08-14,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",78200 - Temporary employment agency activities,,,,,,,,
AEROWIND LIMITED,SC835415,2025-01-27,Active,27120 - Manufacture of electricity distribution and control apparatus,35110 - Production of electricity,35130 - Distribution of electricity,,,,,,,
AESSEAL (MCK) LTD.,NI017307,1984-03-01,Active,28131 - Manufacture of pumps,,,,,,,,,
AESSEAL IRELAND LTD,NI065308,2007-06-20,Active,28140 - Manufacture of taps and valves,,,,,,,,,
AESSENT TECHNOLOGY LTD,SC365320,2009-09-09,Active,26120 - Manufacture of loaded electronic boards,26200 - Manufacture of computers and peripheral equipment,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,,,,,,
AETHER MEDIOVENT (PHILIPS MENAP) LIMITED,13221609,2021-02-24,Active - Proposal to Strike off,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","26600 - Manufacture of irradiation, electromedical and electrotherapeutic equipment",32500 - Manufacture of medical and dental instruments and supplies,86220 - Specialists medical practice activities,,,,,,
AEUE TECHNOLOGY LIMITED,15174605,2023-09-29,Active,22190 - Manufacture of other rubber products,22290 - Manufacture of other plastic products,26110 - Manufacture of electronic components,"46470 - Wholesale of furniture, carpets and lighting equipment",,,,,,
AEVASPEC LIMITED,SC779319,2023-08-16,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
AFFCO FLOW CONTROL (UK) LIMITED,12252528,2019-10-09,Active,28140 - Manufacture of taps and valves,,,,,,,,,
AFIMILK UK LIMITED,SC333487,2007-11-06,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",63990 - Other information service activities n.e.c.,72190 - Other research and experimental development on natural sciences and engineering,,,,,,,
AFRICAN IMPORT AND EXPORT LTD,16439944,2025-05-09,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
AG INSTRUMENTS LIMITED,07099255,2009-12-09,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
AGNI MOTORS LTD,13566060,2021-08-13,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
AGRI SAMPLERS LIMITED,11769013,2019-01-15,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",72190 - Other research and experimental development on natural sciences and engineering,,,,,,,,
AGRI-WEB LIMITED,NI038739,2000-06-07,Active,22190 - Manufacture of other rubber products,,,,,,,,,
AGRICO ENGINEERING (SALES) LIMITED,02177993,1987-10-14,Active,28131 - Manufacture of pumps,33120 - Repair of machinery,,,,,,,,
AGRIHOSE LTD,10625091,2017-02-17,Active,22190 - Manufacture of other rubber products,,,,,,,,,
AGRIMETTECH LTD,16324761,2025-03-18,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control","63110 - Data processing, hosting and related activities",71122 - Engineering related scientific and technical consulting activities,72190 - Other research and experimental development on natural sciences and engineering,,,,,,
AGUA TECH LTD,11994770,2019-05-14,Active,"24200 - Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",28131 - Manufacture of pumps,"36000 - Water collection, treatment and supply",42910 - Construction of water projects,,,,,,
AH PANEL SOLUTIONS LTD,16286649,2025-03-03,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
AI COUNTING SOLUTIONS LTD,14564090,2022-12-30,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",62012 - Business and domestic software development,71122 - Engineering related scientific and technical consulting activities,,,,,,,
AI ENGINEERING & CONSULTANCY LTD,16346642,2025-03-27,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",71121 - Engineering design activities for industrial process and production,71122 - Engineering related scientific and technical consulting activities,,,,,,,
AIM INSTRUMENTS LIMITED,03763273,1999-04-30,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
AION ENERGY LTD,14079407,2022-04-29,Active,27120 - Manufacture of electricity distribution and control apparatus,35300 - Steam and air conditioning supply,"43220 - Plumbing, heat and air-conditioning installation",82990 - Other business support service activities n.e.c.,,,,,,
AIOTOMATE LTD,16220369,2025-01-31,Active,26512 - Manufacture of electronic industrial process control equipment,62012 - Business and domestic software development,62020 - Information technology consultancy activities,71121 - Engineering design activities for industrial process and production,,,,,,
AIPEX ROBOTICS LIMITED,16336374,2025-03-24,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
AIR COMPRESSORS DIRECT LIMITED,09920619,2015-12-17,Active,28132 - Manufacture of compressors,,,,,,,,,
AIR CONTROLS AND COMPRESSORS LTD,01659035,1982-08-18,Liquidation,28132 - Manufacture of compressors,,,,,,,,,
AIR INDUSTRIAL COMPANY LTD.,02361662,1989-03-15,Active,28132 - Manufacture of compressors,,,,,,,,,
AIR INNOVATION ROBOTICS LIMITED,SC800629,2024-02-26,Active,"27110 - Manufacture of electric motors, generators and transformers",27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,
AIR LINES & COMPRESSORS (YORKS) LIMITED,04739965,2003-04-22,Active,28132 - Manufacture of compressors,,,,,,,,,
AIR MANAGEMENT SYSTEMS LIMITED,02888411,1994-01-17,Liquidation,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
AIR MATTERS LTD,11682412,2018-11-16,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",72190 - Other research and experimental development on natural sciences and engineering,,,,,,,,
AIR POWER EAST LIMITED,02626574,1991-07-04,Active,28131 - Manufacture of pumps,,,,,,,,,
AIR PUMPING LIMITED,03936996,2000-03-01,Active,28131 - Manufacture of pumps,,,,,,,,,
AIR SAMPLING INSTRUMENTS LIMITED,05015257,2004-01-14,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",71200 - Technical testing and analysis,72190 - Other research and experimental development on natural sciences and engineering,"77390 - Renting and leasing of other machinery, equipment and tangible goods n.e.c.",,,,,,
AIR SCIENCE TECHNOLOGIES LTD,05076916,2004-03-17,Active,26512 - Manufacture of electronic industrial process control equipment,27900 - Manufacture of other electrical equipment,74100 - specialised design activities,,,,,,,
AIR TEAM NW LTD,15323866,2023-12-03,Active,28132 - Manufacture of compressors,71129 - Other engineering activities,,,,,,,,
AIR TECHNIQUES INTERNATIONAL LTD,03889548,1999-12-07,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,82990 - Other business support service activities n.e.c.,,,,,,,
AIRCARE COMPRESSOR SERVICES LIMITED,02648531,1991-09-25,Active,28131 - Manufacture of pumps,,,,,,,,,
"AIRCO GROUP CO., LTD.",14975377,2023-07-03,Active,28140 - Manufacture of taps and valves,"46740 - Wholesale of hardware, plumbing and heating equipment and supplies","74909 - Other professional, scientific and technical activities n.e.c.",,,,,,,
AIREBO LIMITED,09418979,2015-02-03,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",43210 - Electrical installation,62012 - Business and domestic software development,71200 - Technical testing and analysis,,,,,,
AIRFLOW MEASUREMENTS LIMITED,01111677,1973-05-03,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
AIRMARK SYSTEMS LIMITED,02591971,1991-03-15,Active,22190 - Manufacture of other rubber products,24100 - Manufacture of basic iron and steel and of ferro-alloys,,,,,,,,
AIRPLUS TECHNOLOGIES LTD,16175072,2025-01-10,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",,,,,,,,,
AIRSENSA RESEARCH LIMITED,11273066,2018-03-23,Active,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",63990 - Other information service activities n.e.c.,,,,,,,,
AIRWAVE COMPRESSORS LTD,14194545,2022-06-24,Active,28132 - Manufacture of compressors,,,,,,,,,
AIRWISE LTD,07887266,2011-12-20,Active,28132 - Manufacture of compressors,,,,,,,,,
AITHORA LIMITED,16387490,2025-04-15,Active,26512 - Manufacture of electronic industrial process control equipment,62020 - Information technology consultancy activities,62090 - Other information technology service activities,72190 - Other research and experimental development on natural sciences and engineering,,,,,,
AJAX MINERVA LIMITED,01230161,1975-10-17,Active,28140 - Manufacture of taps and valves,,,,,,,,,
AJAY ELECTRONICS LIMITED,01259845,1976-05-24,Active,26120 - Manufacture of loaded electronic boards,"26511 - Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",26512 - Manufacture of electronic industrial process control equipment,27320 - Manufacture of other electronic and electric wires and cables,,,,,,
AJN INTERNATIONAL GROUP LIMITED,14492032,2022-11-18,Active,21100 - Manufacture of basic pharmaceutical products,22190 - Manufacture of other rubber products,32500 - Manufacture of medical and dental instruments and supplies,,,,,,,
AJT ENGINEERING LIMITED,SC026598,1948-10-19,Active,25620 - Machining,26512 - Manufacture of electronic industrial process control equipment,29100 - Manufacture of motor vehicles,,,,,,,
AKASH PRABHAKAR LIMITED,NI715138,2024-04-29,Active,22190 - Manufacture of other rubber products,,,,,,,,,
AKOSYSTEMS LIMITED,02888487,1994-01-18,Active,26512 - Manufacture of electronic industrial process control equipment,"74909 - Other professional, scientific and technical activities n.e.c.",,,,,,,,
AKRO VALVE LIMITED,04376089,2002-02-18,Active,28140 - Manufacture of taps and valves,,,,,,,,,
AKSA INTERNATIONAL (UK) LIMITED,03522662,1998-03-06,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
AKVEMTEK ENGINEERING AND VALVE LTD,14721427,2023-03-10,Active,28140 - Manufacture of taps and valves,71121 - Engineering design activities for industrial process and production,71122 - Engineering related scientific and technical consulting activities,85600 - Educational support services,,,,,,
AKWEL CHIPPENHAM UK LIMITED,05831934,2006-05-30,Active,22190 - Manufacture of other rubber products,,,,,,,,,
AL MARIA CONSTRUCTION AND RENEWABLE ENERGY. LONDON LTD,15584155,2024-03-22,Active - Proposal to Strike off,26120 - Manufacture of loaded electronic boards,"27110 - Manufacture of electric motors, generators and transformers",27120 - Manufacture of electricity distribution and control apparatus,28120 - Manufacture of fluid power equipment,,,,,,
ALAKAYSHEE CONSULTANCY LIMITED,14710176,2023-03-07,Active,"27110 - Manufacture of electric motors, generators and transformers",96090 - Other service activities n.e.c.,,,,,,,,
ALAN ELECTRICAL LIMITED,01003097,1971-02-23,Active,27120 - Manufacture of electricity distribution and control apparatus,,,,,,,,,
ALAN MICHAEL LIMITED,NI715016,2024-04-29,Active,22190 - Manufacture of other rubber products,,,,,,,,,
"ALANTA POWER ENGINEERING (UK) CO., LTD",10876632,2017-07-20,Active,"27110 - Manufacture of electric motors, generators and transformers",,,,,,,,,
ALANTO LIMITED,04452547,2002-05-31,Active,22190 - Manufacture of other rubber products,,,,,,,,,
"ALARAAF GROUP , ENGINEERING CO. FOR GENERAL TRADING AND CONTRACTING LTD",14862185,2023-05-11,Active,26512 - Manufacture of electronic industrial process control equipment,28131 - Manufacture of pumps,35140 - Trade of electricity,46900 - Non-specialised wholesale trade,,,,,,
ALBAHUS ENGINEERING LTD.,12923306,2020-10-02,Active,26110 - Manufacture of electronic components,26512 - Manufacture of electronic industrial process control equipment,71121 - Engineering design activities for industrial process and production,71122 - Engineering related scientific and technical consulting activities,,,,,,
